turbine_id,date_measure,wind_speed,vibration_level,temperature,power_output,maintenance_done,failure_within_7d,time_to_failure_days,technician_id,planned_intervention_date
35,2024-06-23,10.1,4.62,33.6,496.6,0,0,29.9,117,2024-07-15
40,2024-07-23,8.65,3.74,42.1,591.9,0,0,39.5,103,2024-08-04
33,2024-10-18,7.62,3.71,50.8,426.7,0,0,19.3,114,2024-11-08
1,2024-07-07,13.69,5.25,50.7,897.7,0,0,22.9,134,2024-07-08
50,2024-11-27,17.5,0.67,42.7,1060.9,0,0,51.0,112,2024-12-17
2,2024-08-20,10.39,2.54,51.8,599.8,0,0,32.5,150,2024-09-03
50,2024-09-23,11.14,3.85,35.2,574.7,0,0,44.7,104,2024-10-18
2,2024-10-12,16.29,2.66,35.5,1001.3,0,0,41.9,130,2024-11-10
26,2024-08-16,4.76,4.24,42.5,268.0,0,0,36.4,125,2024-09-02
6,2024-01-19,19.87,2.96,60.0,1264.2,0,0,27.4,142,2024-02-07
5,2024-06-05,21.78,3.13,46.6,1249.4,0,0,37.4,145,2024-07-02
35,2024-02-21,1.17,2.73,42.2,119.8,1,0,25.8,127,2024-03-02
37,2024-07-05,11.61,2.48,60.4,827.9,0,0,27.6,132,2024-07-10
6,2024-02-22,9.12,2.45,42.1,569.3,0,0,49.7,135,2024-03-08
49,2024-07-04,10.94,3.27,67.3,719.3,0,0,22.2,126,2024-07-15
17,2024-05-05,10.33,2.23,39.9,665.3,0,0,44.6,109,2024-05-24
16,2024-01-08,15.25,3.95,34.9,1066.7,1,0,17.1,121,2024-01-31
15,2024-02-15,11.55,3.65,43.3,722.7,0,0,33.1,112,2024-03-01
24,2024-07-02,8.36,4.1,42.5,557.4,0,0,37.3,123,2024-07-11
9,2024-01-29,11.31,1.87,36.9,675.8,1,0,38.5,131,2024-02-15
22,2024-11-08,14.06,1.3,71.0,781.6,1,0,14.6,110,2024-11-21
11,2024-10-03,7.27,3.0,48.2,339.3,1,0,14.0,112,2024-10-09
3,2024-09-15,5.42,5.9,49.6,426.3,0,0,19.9,141,2024-10-08
19,2024-03-03,19.97,4.27,40.4,1117.6,0,0,39.3,119,2024-03-13
34,2024-10-17,9.43,2.45,39.2,625.5,0,0,46.0,110,2024-11-02
39,2024-08-19,11.45,3.42,55.3,720.3,0,0,35.2,136,2024-09-15
18,2024-05-22,10.41,3.73,28.2,698.0,0,0,32.4,136,2024-05-28
17,2024-01-01,14.19,1.63,33.6,810.4,0,0,52.9,142,2024-01-14
40,2024-07-12,19.09,4.37,42.5,1082.2,0,0,27.7,138,2024-07-18
35,2024-10-17,14.32,2.83,58.5,889.5,0,0,32.4,150,2024-10-30
42,2024-01-13,5.93,2.91,41.3,332.2,0,0,44.0,129,2024-01-22
46,2024-01-20,6.46,3.02,49.2,289.3,0,0,41.7,114,2024-02-16
42,2024-05-19,10.4,4.14,45.3,779.3,1,0,17.9,144,2024-05-28
47,2024-07-05,10.93,2.24,58.0,592.3,0,0,30.5,113,2024-07-23
21,2024-06-22,5.11,1.29,29.2,227.2,0,0,50.3,114,2024-06-26
20,2024-06-04,15.28,3.32,52.4,897.3,0,0,29.2,142,2024-06-18
17,2024-04-03,7.65,0.96,43.0,559.5,0,0,49.8,144,2024-04-28
12,2024-01-22,17.97,2.7,54.2,905.1,0,0,37.8,117,2024-02-11
38,2024-01-12,19.28,4.19,36.8,1250.5,1,0,25.0,137,2024-01-21
36,2024-02-06,11.01,3.58,45.2,587.5,0,0,28.3,147,2024-03-06
41,2024-09-08,13.76,4.04,44.0,846.5,0,0,32.7,140,2024-10-02
9,2024-10-13,7.07,3.62,35.0,370.3,0,0,38.5,100,2024-10-25
25,2024-06-07,14.49,5.41,32.2,1029.0,0,0,24.4,133,2024-07-06
12,2024-01-29,10.01,2.41,39.2,610.4,0,0,47.3,108,2024-02-04
45,2024-05-31,7.65,3.4,46.3,402.4,0,0,40.4,143,2024-06-10
14,2024-12-25,10.84,2.56,37.4,626.5,0,0,48.2,103,2025-01-21
8,2024-04-01,10.14,3.96,41.7,615.4,0,0,40.3,150,2024-04-30
29,2024-06-28,10.7,2.94,26.1,656.2,0,0,39.5,109,2024-07-22
44,2024-07-15,15.8,4.72,41.3,983.0,0,0,30.8,121,2024-07-21
46,2024-04-30,8.86,2.47,55.2,531.4,0,0,29.9,111,2024-05-07
5,2024-06-08,18.94,4.41,52.1,1026.2,0,0,24.9,141,2024-06-27
17,2024-06-21,6.7,3.59,44.1,374.8,0,0,36.5,120,2024-06-23
8,2024-06-22,18.46,2.97,47.4,1156.2,0,0,40.1,137,2024-07-21
16,2024-09-18,7.93,3.54,36.7,422.4,0,0,44.0,103,2024-10-16
27,2024-07-31,12.0,3.26,61.2,773.6,0,0,26.2,123,2024-08-24
15,2024-01-20,10.04,3.36,65.7,604.9,0,0,15.9,146,2024-02-18
4,2024-01-03,10.63,2.79,46.6,620.1,0,0,32.5,147,2024-01-10
26,2024-05-29,15.21,2.3,70.9,1007.9,0,0,23.6,110,2024-06-24
3,2024-11-27,18.0,2.66,38.2,940.9,0,0,50.0,120,2024-12-05
12,2024-01-14,16.76,1.32,32.5,951.7,0,0,52.0,120,2024-01-18
1,2024-01-26,10.38,3.84,37.9,721.4,0,0,30.8,128,2024-02-03
5,2024-09-04,12.74,1.76,42.8,910.6,0,0,55.5,127,2024-09-27
22,2024-06-13,8.87,2.78,68.1,715.2,0,0,22.8,105,2024-07-11
43,2024-03-25,8.03,3.65,42.2,486.1,0,0,37.0,138,2024-04-12
39,2024-03-16,7.41,3.84,36.4,481.5,0,0,32.3,111,2024-03-24
5,2024-08-30,10.25,1.23,36.0,680.4,0,0,52.7,116,2024-09-17
2,2024-07-10,13.0,2.91,56.4,881.9,0,0,32.2,142,2024-07-25
17,2024-08-20,4.35,3.46,55.0,286.2,0,0,29.3,135,2024-09-05
33,2024-04-12,11.81,3.05,40.1,783.0,0,0,38.9,120,2024-04-23
38,2024-07-11,18.06,4.34,26.2,1120.6,0,0,33.7,146,2024-07-16
42,2024-11-09,16.49,2.18,33.7,1031.0,1,0,29.5,120,2024-11-20
18,2024-04-25,9.66,0.95,62.2,506.1,0,0,43.2,128,2024-05-21
9,2024-05-24,6.41,3.81,51.9,358.4,0,0,31.2,112,2024-06-05
2,2024-02-29,13.84,2.46,45.7,788.5,0,0,38.6,109,2024-03-01
8,2024-08-21,2.73,1.24,63.7,68.7,0,0,28.9,125,2024-09-01
4,2024-01-12,16.44,2.84,64.6,854.3,0,0,24.4,128,2024-01-26
44,2024-03-31,11.15,4.23,44.6,634.8,0,0,28.9,141,2024-04-18
14,2024-09-17,19.33,1.74,44.8,1138.4,0,0,44.0,119,2024-10-06
42,2024-01-08,5.09,5.34,39.2,313.9,0,0,23.4,145,2024-01-21
28,2024-12-27,15.67,2.16,42.2,984.8,0,0,41.3,130,2025-01-01
27,2024-05-27,11.6,3.09,30.1,710.9,0,0,42.1,103,2024-06-09
23,2024-05-25,10.68,1.78,30.1,620.0,0,0,48.2,137,2024-05-26
41,2024-07-14,6.52,3.04,27.8,318.0,0,0,51.7,129,2024-07-29
3,2024-08-21,14.38,2.87,55.8,933.1,0,0,32.5,119,2024-09-03
5,2024-06-16,14.7,1.51,29.4,874.1,1,0,31.3,123,2024-06-27
22,2024-11-18,19.14,5.83,64.5,1113.7,1,1,1.0,115,2024-12-08
20,2024-12-17,16.03,2.5,37.7,947.0,0,0,46.6,131,2025-01-08
28,2024-03-14,9.62,2.51,62.4,518.8,0,0,25.5,128,2024-03-22
37,2024-09-14,7.98,3.97,41.3,436.6,0,0,40.4,122,2024-09-29
30,2024-04-19,6.53,4.81,29.3,346.6,1,0,17.2,114,2024-05-04
13,2024-12-29,17.89,4.13,57.8,1050.6,0,0,13.0,120,2025-01-13
17,2024-04-02,8.89,1.8,59.0,585.7,0,0,29.9,125,2024-04-14
38,2024-04-17,17.92,3.21,35.9,1107.8,0,0,38.0,124,2024-04-24
11,2024-09-17,14.1,1.12,41.7,969.8,1,0,38.7,115,2024-09-22
26,2024-10-15,13.32,3.9,35.9,896.1,0,0,32.4,129,2024-10-16
27,2024-02-16,10.77,1.36,43.8,802.9,1,0,34.4,111,2024-02-18
38,2024-07-21,14.64,2.2,46.1,923.3,0,0,36.6,125,2024-08-14
36,2024-05-06,11.94,3.0,41.5,759.7,0,0,40.9,106,2024-05-09
24,2024-08-11,10.52,3.45,26.8,592.4,0,0,40.8,124,2024-09-05
16,2024-07-22,14.78,2.74,39.2,953.1,0,0,49.4,139,2024-08-17
19,2024-12-25,11.42,4.52,52.0,633.0,0,0,24.2,141,2025-01-01
21,2024-12-06,8.81,3.72,42.9,410.8,0,0,32.1,135,2024-12-19
11,2024-08-26,14.4,3.64,41.7,986.1,1,0,27.7,138,2024-09-06
32,2024-09-04,11.74,1.77,35.7,604.7,1,0,33.6,103,2024-09-16
11,2024-11-24,13.96,4.7,38.9,872.4,0,0,34.9,117,2024-12-05
33,2024-03-07,10.18,2.2,59.1,540.6,0,0,29.1,133,2024-03-17
38,2024-09-21,7.16,4.74,33.6,519.9,0,0,31.9,140,2024-10-11
49,2024-10-08,18.94,5.02,52.2,1237.5,0,0,16.9,129,2024-10-20
6,2024-02-16,18.19,3.51,45.5,1133.5,0,0,35.8,143,2024-02-22
38,2024-11-17,15.54,4.03,47.4,1031.8,1,0,18.1,113,2024-11-28
5,2024-09-12,10.45,0.0,37.7,627.5,0,0,58.0,107,2024-10-11
17,2024-05-06,10.8,2.8,41.5,826.7,0,0,39.8,104,2024-06-04
9,2024-06-25,17.53,4.1,44.9,1111.5,0,0,32.9,129,2024-06-27
9,2024-06-27,10.58,3.92,39.8,563.0,0,0,33.2,133,2024-07-14
9,2024-12-01,9.47,1.78,48.3,573.8,0,0,36.6,114,2024-12-30
3,2024-12-19,19.49,2.71,49.6,1157.1,0,0,37.5,139,2024-12-25
42,2024-10-21,11.81,0.46,66.7,688.5,1,0,20.4,137,2024-10-23
4,2024-08-26,19.07,3.41,47.8,1011.9,0,0,32.8,118,2024-09-02
20,2024-02-08,6.41,1.12,25.9,415.3,0,0,55.4,112,2024-02-18
35,2024-11-29,14.07,4.13,56.6,733.5,0,0,24.6,137,2024-12-27
50,2024-02-18,20.28,4.18,43.0,1015.0,0,0,31.9,134,2024-02-26
43,2024-03-01,12.12,2.53,65.1,699.6,0,0,20.3,108,2024-03-11
7,2024-01-26,10.94,3.52,59.7,596.2,1,1,5.6,113,2024-02-03
50,2024-12-11,7.33,2.78,39.9,370.8,0,0,45.6,124,2024-12-23
33,2024-06-29,16.33,3.24,52.2,731.5,0,0,31.3,126,2024-07-28
9,2024-03-27,8.92,1.85,39.1,467.1,0,0,46.7,108,2024-03-30
23,2024-01-30,11.62,3.62,45.0,683.4,0,0,31.1,148,2024-02-13
46,2024-05-30,7.06,1.36,51.8,373.0,0,0,44.9,119,2024-06-17
20,2024-09-21,18.23,1.17,56.1,1124.6,0,0,39.2,119,2024-09-25
10,2024-12-29,16.62,2.88,54.0,1108.6,0,0,34.6,103,2024-12-31
44,2024-07-20,11.87,2.79,45.7,753.7,0,0,42.2,144,2024-08-18
48,2024-08-09,7.38,3.27,69.8,525.1,0,0,15.2,111,2024-08-17
49,2024-11-01,18.14,2.35,41.3,1177.3,1,0,33.6,150,2024-11-09
48,2024-11-25,10.54,4.89,28.9,550.7,0,0,31.2,125,2024-12-06
44,2024-04-12,7.58,3.16,30.9,489.9,1,0,27.1,144,2024-04-15
23,2024-12-28,4.95,3.23,59.7,376.7,0,0,16.1,109,2025-01-02
10,2024-07-08,9.42,3.2,44.2,530.1,0,0,33.5,108,2024-07-09
31,2024-12-05,6.18,4.0,46.6,307.6,0,0,27.0,140,2024-12-21
12,2024-02-12,9.51,3.58,39.6,613.0,1,0,22.3,141,2024-02-26
24,2024-02-05,14.98,3.44,40.5,780.1,0,0,39.4,127,2024-02-13
33,2024-11-18,10.5,3.74,37.1,542.9,0,0,38.2,101,2024-12-15
48,2024-09-02,13.42,1.18,49.7,752.0,0,0,46.3,148,2024-09-11
15,2024-03-04,9.11,1.21,44.0,582.4,1,0,31.8,120,2024-03-05
13,2024-11-22,12.26,2.92,49.4,753.2,0,0,37.7,147,2024-11-25
37,2024-02-07,19.68,2.8,48.4,1263.6,0,0,43.7,144,2024-02-29
1,2024-09-06,10.61,3.58,40.7,562.6,0,0,36.5,143,2024-09-22
29,2024-03-15,13.54,3.02,30.4,734.2,0,0,39.2,135,2024-03-23
38,2024-01-26,5.74,3.58,29.5,386.2,0,0,35.8,134,2024-02-03
28,2024-10-21,18.08,1.75,75.3,1020.9,0,0,21.6,127,2024-10-28
20,2024-11-05,10.09,2.99,59.8,557.2,0,0,24.1,101,2024-11-18
42,2024-02-08,16.2,1.66,58.4,823.6,0,0,28.4,119,2024-02-29
19,2024-02-03,11.51,3.39,38.3,713.7,0,0,33.9,137,2024-02-22
36,2024-08-12,14.45,1.12,45.1,990.1,0,0,53.3,141,2024-09-03
24,2024-01-11,14.68,3.35,36.8,798.7,0,0,45.0,128,2024-01-13
2,2024-09-29,10.19,1.53,31.9,693.2,0,0,57.2,136,2024-10-16
27,2024-11-30,16.37,2.62,39.1,977.3,0,0,45.2,101,2024-12-23
3,2024-10-01,8.96,3.89,58.3,396.6,0,0,18.1,123,2024-10-07
47,2024-03-25,15.11,3.23,53.4,835.1,1,0,13.2,125,2024-04-11
31,2024-03-10,10.44,1.35,35.3,549.8,0,0,45.9,145,2024-03-11
19,2024-09-05,13.4,2.33,41.9,778.6,0,0,38.4,115,2024-10-02
25,2024-01-23,10.15,1.5,52.5,642.7,1,0,27.0,111,2024-02-14
31,2024-07-15,12.2,1.31,39.3,879.9,0,0,54.3,117,2024-08-03
14,2024-06-12,7.7,3.12,45.8,347.6,0,0,44.5,108,2024-06-30
15,2024-09-28,12.99,3.56,49.0,740.6,1,0,16.1,128,2024-10-18
21,2024-03-14,12.18,3.44,48.9,658.9,1,0,11.8,132,2024-03-27
13,2024-10-05,9.84,3.6,47.5,488.9,0,0,31.9,140,2024-11-03
38,2024-09-12,11.78,2.99,38.5,714.4,1,0,25.9,149,2024-09-19
6,2024-03-28,12.54,2.73,39.5,752.3,0,0,41.7,103,2024-04-21
42,2024-05-10,9.53,1.93,33.7,427.0,0,0,49.8,112,2024-06-02
18,2024-01-25,11.48,2.56,29.4,690.5,0,0,39.8,115,2024-02-19
29,2024-06-13,7.98,1.68,43.9,382.2,0,0,47.4,112,2024-06-16
8,2024-04-05,21.38,2.15,53.2,1283.9,0,0,39.1,142,2024-04-18
20,2024-02-11,16.24,3.09,31.2,1075.7,0,0,47.1,107,2024-03-01
38,2024-07-23,13.09,2.88,47.7,822.6,0,0,37.8,101,2024-08-10
14,2024-07-26,16.69,6.06,52.8,1015.5,0,0,17.5,143,2024-08-15
7,2024-02-01,4.08,1.65,26.6,202.7,0,0,48.3,149,2024-02-20
27,2024-03-08,1.77,2.87,42.3,111.5,0,0,39.7,111,2024-03-15
9,2024-01-31,10.4,1.58,61.5,669.2,0,0,38.8,116,2024-02-25
16,2024-09-04,6.49,2.61,50.5,426.3,0,0,30.4,125,2024-09-19
23,2024-05-03,11.05,2.65,26.3,655.3,0,0,42.5,126,2024-06-01
29,2024-01-26,12.82,3.84,51.6,786.7,0,0,32.2,150,2024-02-11
32,2024-03-10,15.68,2.55,37.5,835.6,1,0,28.9,120,2024-03-26
34,2024-12-22,7.45,2.81,51.9,388.1,1,0,17.5,100,2025-01-09
43,2024-04-03,13.6,2.57,38.1,872.5,0,0,43.5,121,2024-04-29
4,2024-09-06,12.06,1.6,44.5,790.8,0,0,47.3,128,2024-10-03
19,2024-06-19,13.39,2.35,39.6,810.9,0,0,50.3,126,2024-07-06
1,2024-03-07,9.92,2.62,45.0,713.6,0,0,44.0,126,2024-03-23
1,2024-04-22,17.53,3.07,39.3,1092.6,0,0,41.6,147,2024-04-24
11,2024-01-06,11.59,3.56,42.8,676.5,0,0,40.8,141,2024-01-08
30,2024-09-29,19.1,2.77,33.2,1048.2,0,0,44.8,112,2024-10-21
45,2024-05-02,8.84,2.75,49.9,645.4,0,0,39.0,118,2024-05-13
39,2024-07-01,14.97,1.28,46.8,959.9,0,0,42.8,134,2024-07-14
33,2024-02-25,11.76,3.54,28.8,849.5,0,0,45.7,120,2024-03-15
39,2024-10-27,10.69,2.3,54.9,814.7,0,0,35.1,121,2024-11-03
9,2024-03-20,14.53,3.75,43.2,768.8,0,0,23.9,108,2024-03-30
42,2024-07-25,10.8,4.32,46.6,545.5,0,0,35.4,112,2024-07-27
45,2024-11-14,1.35,2.81,52.6,0.0,0,0,33.0,137,2024-12-07
5,2024-09-17,0.0,1.98,48.3,73.5,0,0,39.9,142,2024-10-02
24,2024-08-08,17.09,2.98,56.7,1077.9,0,0,26.4,140,2024-08-14
42,2024-11-20,16.92,3.35,42.1,1023.1,0,0,40.0,115,2024-12-08
24,2024-03-05,19.55,2.68,55.3,1074.9,0,0,28.1,106,2024-03-10
43,2024-12-17,11.93,2.44,46.2,708.7,0,0,38.1,108,2025-01-09
47,2024-07-22,6.83,3.56,50.1,424.5,0,0,28.3,120,2024-07-29
24,2024-05-29,10.32,3.5,49.0,681.9,0,0,30.6,126,2024-06-06
3,2024-04-03,12.05,2.65,57.4,744.6,0,0,28.1,145,2024-04-29
18,2024-09-28,7.97,1.35,52.2,531.4,0,0,45.6,145,2024-10-20
11,2024-12-22,18.59,3.46,40.6,1105.7,1,0,24.9,100,2025-01-11
24,2024-09-08,20.96,2.23,38.6,1352.0,0,0,48.2,136,2024-09-26
30,2024-01-12,13.91,3.21,44.5,885.3,0,0,39.6,115,2024-01-28
24,2024-06-20,11.96,3.15,37.4,622.4,0,0,40.7,110,2024-06-26
10,2024-09-24,6.82,1.11,34.5,520.3,0,0,49.3,128,2024-10-03
16,2024-05-25,18.19,3.08,23.7,1189.2,0,0,48.7,101,2024-06-22
34,2024-10-09,12.31,3.51,29.5,775.6,0,0,42.6,117,2024-11-05
2,2024-09-15,10.84,3.64,64.9,673.1,1,0,9.7,128,2024-10-07
11,2024-01-25,13.92,3.12,38.4,968.2,1,0,30.4,113,2024-02-20
45,2024-07-22,9.66,1.02,64.0,448.8,0,0,32.8,130,2024-08-15
5,2024-03-03,12.59,4.28,49.0,854.5,0,0,17.7,123,2024-03-15
21,2024-06-26,6.23,3.41,44.5,335.7,0,0,31.0,140,2024-07-17
11,2024-05-20,16.35,1.8,30.0,1068.5,0,0,51.8,109,2024-06-11
6,2024-10-21,11.58,2.21,45.0,704.6,0,0,42.3,102,2024-10-26
22,2024-11-12,16.64,3.23,63.9,898.7,0,0,19.8,127,2024-12-09
27,2024-06-17,11.2,3.68,60.6,632.0,0,0,11.5,113,2024-07-02
9,2024-07-15,11.46,2.51,47.7,769.1,0,0,38.7,136,2024-07-25
4,2024-08-16,7.15,3.83,33.5,412.2,0,0,32.7,104,2024-08-30
7,2024-08-27,15.04,1.21,35.4,852.6,0,0,49.9,129,2024-09-06
33,2024-08-19,8.5,1.96,36.5,459.5,0,0,51.7,150,2024-08-29
44,2024-10-12,10.05,0.94,57.8,654.6,0,0,36.0,104,2024-10-28
10,2024-12-24,12.0,2.1,61.3,860.3,0,0,26.6,115,2025-01-22
17,2024-10-29,12.48,4.51,47.0,577.8,0,0,28.1,143,2024-11-10
18,2024-02-19,5.18,5.06,42.0,534.6,0,0,31.6,127,2024-02-26
19,2024-06-22,11.08,3.23,60.5,680.9,1,0,7.6,108,2024-07-15
13,2024-06-17,15.18,2.36,35.2,957.3,0,0,51.7,110,2024-06-26
3,2024-07-04,10.49,2.78,45.5,594.3,0,0,33.8,139,2024-07-20
27,2024-07-11,11.1,3.47,49.6,665.8,1,0,10.6,143,2024-07-19
18,2024-09-19,12.65,1.44,36.4,774.4,0,0,45.2,118,2024-09-26
18,2024-06-02,11.5,2.43,38.6,605.8,0,0,38.8,124,2024-06-10
14,2024-04-06,7.88,4.43,37.9,408.2,0,0,34.7,139,2024-04-17
47,2024-06-16,11.85,1.95,59.2,806.0,0,0,29.0,109,2024-07-14
31,2024-11-07,15.98,2.25,64.1,834.4,0,0,21.5,110,2024-11-27
21,2024-04-23,7.8,3.01,46.1,503.0,1,0,23.5,139,2024-05-14
11,2024-01-08,10.5,3.28,42.3,600.5,0,0,41.7,109,2024-01-10
41,2024-12-22,6.47,2.37,39.0,311.6,0,0,50.0,139,2024-12-23
45,2024-03-12,15.77,3.08,45.0,1103.7,0,0,41.0,125,2024-03-22
2,2024-08-08,11.63,3.61,39.5,621.5,0,0,34.7,150,2024-09-03
47,2024-10-19,8.6,4.96,44.0,425.5,0,0,28.1,101,2024-10-20
35,2024-04-10,12.37,2.87,49.1,727.2,0,0,37.4,148,2024-05-03
5,2024-05-04,7.19,2.96,40.9,369.7,0,0,39.6,111,2024-05-28
38,2024-04-12,7.87,4.53,43.1,472.5,1,0,16.0,101,2024-04-21
6,2024-02-24,6.16,2.45,43.1,382.0,0,0,37.8,136,2024-02-28
3,2024-02-25,7.73,1.68,41.8,482.7,1,0,31.0,127,2024-03-01
6,2024-03-09,17.43,3.25,40.6,1035.8,1,0,26.5,142,2024-03-12
23,2024-06-16,9.07,4.08,52.6,487.9,1,0,16.5,105,2024-07-11
31,2024-07-12,13.86,3.36,27.3,883.4,1,0,29.4,104,2024-08-04
21,2024-01-06,8.65,2.9,60.7,510.4,0,0,28.6,128,2024-01-26
7,2024-11-04,15.04,1.55,46.4,862.6,0,0,45.9,144,2024-11-07
10,2024-09-03,7.9,2.94,51.1,592.1,0,0,33.2,120,2024-10-01
43,2024-01-26,12.16,4.23,52.3,719.7,0,0,19.0,140,2024-02-15
49,2024-11-03,12.21,1.77,37.9,820.0,0,0,46.1,146,2024-11-28
38,2024-01-12,21.31,2.76,35.9,1376.8,0,0,40.3,144,2024-01-24
6,2024-07-23,14.52,2.61,34.7,974.3,0,0,46.6,125,2024-07-29
41,2024-06-18,9.63,2.3,42.5,633.0,0,0,47.9,135,2024-07-12
35,2024-07-02,14.74,3.25,52.0,884.4,0,0,33.9,126,2024-07-04
27,2024-12-15,20.55,3.44,39.2,1228.0,0,0,44.1,134,2024-12-21
8,2024-12-04,5.48,3.43,51.1,309.4,0,0,30.8,128,2024-12-09
50,2024-04-11,8.63,2.02,21.3,344.5,0,0,43.9,126,2024-04-14
23,2024-07-30,11.05,1.35,41.1,720.6,0,0,50.8,122,2024-08-15
3,2024-12-16,10.33,3.26,56.7,639.5,0,0,24.2,133,2024-12-23
11,2024-09-23,10.67,2.49,43.3,706.2,0,0,45.0,138,2024-10-22
21,2024-11-20,6.78,4.84,36.7,397.6,0,0,29.5,146,2024-12-18
4,2024-06-07,17.62,4.88,38.4,1110.1,0,0,30.3,131,2024-06-12
17,2024-04-13,6.31,4.99,14.7,268.4,0,0,32.8,105,2024-05-08
24,2024-07-05,11.2,2.06,34.9,578.4,0,0,44.7,129,2024-07-07
48,2024-10-25,16.18,3.57,55.6,772.9,1,0,15.0,116,2024-11-03
5,2024-12-05,11.88,3.87,39.2,702.0,0,0,31.4,101,2024-12-25
29,2024-09-07,8.08,3.76,40.4,423.1,1,0,23.4,103,2024-09-13
46,2024-09-14,6.61,2.65,21.7,324.0,0,0,43.8,130,2024-09-17
41,2024-07-05,11.08,4.28,28.7,691.6,0,0,37.6,148,2024-07-10
47,2024-04-26,8.97,3.0,56.9,504.3,1,0,8.0,125,2024-05-16
9,2024-06-03,12.82,3.13,51.2,654.6,0,0,26.2,122,2024-06-10
41,2024-06-30,6.39,1.46,32.0,587.2,0,0,54.2,104,2024-07-08
49,2024-10-24,15.25,3.64,38.7,912.2,0,0,36.6,134,2024-10-30
17,2024-07-21,12.46,2.74,44.7,661.1,0,0,39.4,102,2024-08-16
25,2024-10-16,12.76,3.46,33.0,712.0,0,0,36.6,142,2024-11-11
27,2024-01-10,17.76,3.24,25.0,1052.0,0,0,44.2,141,2024-02-03
25,2024-10-03,10.25,3.18,43.4,600.9,0,0,39.4,150,2024-10-04
15,2024-07-04,9.1,2.95,50.7,650.0,1,0,19.7,114,2024-07-12
49,2024-12-30,9.81,3.79,50.9,582.2,1,0,8.9,108,2025-01-25
48,2024-06-21,11.23,2.8,53.8,822.2,0,0,34.2,115,2024-07-08
20,2024-06-23,11.64,1.54,29.5,663.6,0,0,46.8,140,2024-06-25
41,2024-02-16,8.68,3.57,45.6,554.7,0,0,31.5,111,2024-02-24
20,2024-10-21,3.91,2.19,42.3,316.2,0,0,39.5,145,2024-11-14
40,2024-09-13,9.76,1.68,44.1,681.0,1,0,31.0,107,2024-10-09
30,2024-11-10,13.44,1.98,42.9,911.3,0,0,50.1,102,2024-11-23
24,2024-02-03,12.55,3.28,38.4,730.9,0,0,41.2,111,2024-02-08
7,2024-03-18,16.8,2.9,14.8,1007.5,0,0,40.8,138,2024-03-21
33,2024-11-16,19.82,0.87,56.6,991.0,0,0,41.9,130,2024-11-23
17,2024-01-16,15.04,2.62,48.3,886.6,0,0,38.1,118,2024-02-09
11,2024-07-04,17.53,4.17,30.2,1139.1,1,0,20.2,133,2024-07-28
10,2024-05-27,15.07,2.55,49.7,975.8,0,0,37.6,133,2024-06-04
50,2024-12-08,18.84,2.83,40.5,1123.5,0,0,38.4,128,2025-01-06
6,2024-11-08,19.4,4.04,40.8,1300.1,0,0,35.5,126,2024-12-04
40,2024-11-23,15.8,3.8,37.3,917.6,0,0,30.2,105,2024-12-22
44,2024-04-15,14.83,4.02,50.4,832.2,1,0,14.9,113,2024-05-07
2,2024-08-02,11.18,0.23,37.0,633.3,0,0,54.2,126,2024-08-19
30,2024-09-12,11.83,4.73,34.0,620.3,0,0,36.3,106,2024-10-11
29,2024-12-19,10.65,3.64,56.3,688.7,0,0,15.3,124,2025-01-08
18,2024-01-03,14.49,5.46,43.2,892.2,1,0,16.4,105,2024-01-28
34,2024-12-22,9.12,2.22,43.5,595.9,0,0,37.3,140,2025-01-03
21,2024-05-09,11.24,1.24,51.9,641.0,0,0,38.2,105,2024-05-16
22,2024-02-16,2.58,3.01,38.3,150.1,1,0,28.2,104,2024-03-04
22,2024-08-12,18.89,2.72,40.3,959.3,0,0,45.9,132,2024-08-24
41,2024-10-12,11.12,3.65,48.1,697.2,0,0,30.5,111,2024-10-23
32,2024-02-17,13.82,4.07,29.6,837.2,0,0,39.1,117,2024-03-09
19,2024-01-15,17.83,2.91,47.2,981.8,1,0,18.6,116,2024-02-02
47,2024-11-23,13.2,2.76,37.4,783.7,0,0,41.8,111,2024-12-03
41,2024-12-06,17.78,3.52,53.6,1046.0,1,0,11.8,138,2024-12-14
47,2024-02-27,7.03,2.74,50.5,563.1,1,0,18.0,135,2024-03-14
37,2024-11-25,21.59,2.66,49.1,1210.5,0,0,29.0,112,2024-12-05
20,2024-11-28,16.35,4.04,28.9,1007.4,0,0,35.7,135,2024-12-05
39,2024-12-30,12.84,4.26,44.0,682.9,1,0,15.8,136,2025-01-06
17,2024-03-19,17.7,4.08,33.2,1017.4,1,0,24.8,127,2024-04-08
14,2024-07-30,7.33,2.83,44.6,461.7,0,0,34.2,129,2024-08-12
23,2024-12-28,10.85,0.86,21.8,633.8,0,0,52.3,147,2025-01-07
49,2024-11-25,17.78,2.85,29.6,1066.1,0,0,47.7,123,2024-11-29
29,2024-08-08,4.53,2.24,56.9,298.5,0,0,34.2,119,2024-08-10
20,2024-03-12,14.24,2.87,48.7,815.0,1,0,23.0,127,2024-04-02
24,2024-01-31,14.13,2.33,41.5,918.5,0,0,46.7,142,2024-02-29
15,2024-04-04,19.88,2.98,35.9,1168.2,0,0,44.0,136,2024-04-14
33,2024-01-24,5.67,1.96,34.2,332.3,0,0,55.5,103,2024-02-18
18,2024-03-12,18.44,1.72,47.0,1135.2,1,0,29.4,123,2024-03-30
